id,lat,lng,seq
M080023,40.733418,-73.999124,80006
M080023,40.733418,-73.999124,90001
M080023,40.732942,-73.997989,90002
M080023,40.732284,-73.996448,90003
M080023,40.732284,-73.996448,100001
M080023,40.732242,-73.996349,100002
M080023,40.731592,-73.994789,100003
M080023,40.731458,-73.994472,100004
M080023,40.731458,-73.994472,110001
M080023,40.731272,-73.994029,110002
M080023,40.730942,-73.993249,110003
M080023,40.730754,-73.992805,110004
M080023,40.730754,-73.992805,120001
M080023,40.730582,-73.992399,120002
M080023,40.730103,-73.991255,120003
M080023,40.730103,-73.991255,130001
M080023,40.730042,-73.991109,130002
M080023,40.729872,-73.990719,130003
M080023,40.729742,-73.990389,130004
M080023,40.729612,-73.990049,130005
M080023,40.729562,-73.989909,130006
M080023,40.729472,-73.989729,130007
M080023,40.729372,-73.989496,130008
M080023,40.729372,-73.989496,140001
M080023,40.728648,-73.987821,140002
M080023,40.728648,-73.987821,150001
M080023,40.728582,-73.987669,150002
M080023,40.727962,-73.986189,150003
M080023,40.727592,-73.985309,150004
M080023,40.727420,-73.984898,150005
M080023,40.727420,-73.984898,160001
M080023,40.726760,-73.983324,160002
M080023,40.726760,-73.983324,170001
M080023,40.726662,-73.983089,170002
M080023,40.727252,-73.982659,170003
M080023,40.727832,-73.982229,170004
M080023,40.727674,-73.981856,170005
M080023,40.727674,-73.981856,180001
M080023,40.726852,-73.979909,180002
M080023,40.726708,-73.979565,180003
M080023,40.726708,-73.979565,190001
M080023,40.725862,-73.977549,190002
M080023,40.725716,-73.977187,190003
M080023,40.725716,-73.977187,200001
M080023,40.725322,-73.976209,200002
M080023,40.724922,-73.975276,200003
M080023,40.724922,-73.975276,210001
M080023,40.724872,-73.975159,210002
M080023,40.724582,-73.974519,210003
M080023,40.724542,-73.974539,210004
M080023,40.724482,-73.974539,210005
M080023,40.724432,-73.974509,210006
M080023,40.724382,-73.974439,210007
M080023,40.724352,-73.974349,210008
M080023,40.724362,-73.974249,210009
M080023,40.724422,-73.974129,210010
M080023,40.724472,-73.974099,210011
M080023,40.724522,-73.974099,210012
M080023,40.724592,-73.974139,210013
M080023,40.724642,-73.974229,210014
M080023,40.724662,-73.974339,210015
M080023,40.724642,-73.974439,210016
M080023,40.724582,-73.974519,210017
M080023,40.724620,-73.974602,210018
